task,horizon_weeks,run_id,target,model,feature_set,n_test,n_folds,mae,rmse,r2,direction_accuracy,mean_actual_return,mean_predicted_return,threshold,accuracy,balanced_accuracy_present_classes,macro_f1,n_down,n_flat,n_up,extreme_event_rate,has_both_extreme_classes,confusion_matrix_labels,confusion_matrix,estimator,validation_scheme,train_window_weeks,transaction_cost_bps,buffer_bps,trade_threshold,allow_short,trade_count,trade_frequency,hit_rate_traded_weeks,average_return_traded_weeks,average_predicted_return_traded_weeks,strategy_total_return,benchmark_total_return,strategy_annual_return,strategy_annual_vol,strategy_sharpe,benchmark_sharpe,max_drawdown,mean_position,turnover,high_vol_quantile,spearman_corr,mean_actual_volatility,mean_predicted_volatility,high_vol_accuracy,high_vol_balanced_accuracy,high_vol_rate_actual,high_vol_rate_predicted
direction_classification,4,price_only_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_only,172,14,,,,,,,0.02,0.3488372093023256,0.3439439655172414,0.3254704976223964,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[17, 33, 14], [16, 34, 8], [8, 33, 9]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_ai_return_regression,next_week_log_return,price_only_ridge,price_ai,172,14,0.0345413287849558,0.04391856945264733,-0.10528036840637522,0.5465116279069767,-0.008173698326875823,-0.0018187619474584014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_ai_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_ai,172,14,,,,,,,0.02,0.36046511627906974,0.35597701149425287,0.33181219082702196,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[16, 35, 13], [15, 37, 6], [8, 33, 9]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_gdelt_return_regression,next_week_log_return,price_only_ridge,price_gdelt,172,14,0.03479259843545941,0.04366774524493994,-0.09269164221500281,0.48255813953488375,-0.008173698326875823,-0.0037027767547774867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_gdelt,172,14,,,,,,,0.02,0.32558139534883723,0.31436063218390803,0.2828292217126081,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[19, 31, 14], [18, 34, 6], [15, 32, 3]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_ai_gdelt_return_regression,next_week_log_return,price_only_ridge,price_ai_gdelt,172,14,0.03472723681302094,0.04414426885617567,-0.11666972460220948,0.5,-0.008173698326875823,-0.001870759275106391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_ai_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_ai_gdelt,172,14,,,,,,,0.02,0.3488372093023256,0.33972701149425294,0.3087646652864044,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[18, 32, 14], [15, 37, 6], [11, 34, 5]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_return_regression,next_week_log_return,price_only_ridge,price_calendar,172,14,0.03344155967698901,0.04189513844512253,-0.005780809864162517,0.5232558139534884,-0.008173698326875823,-0.006726258420429576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar,172,14,,,,,,,0.02,0.4418604651162791,0.43364942528735634,0.42632111019207786,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[28, 20, 16], [12, 35, 11], [20, 17, 13]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_ai_return_regression,next_week_log_return,price_only_ridge,price_calendar_ai,172,14,0.034707859112051716,0.043460882385974904,-0.08236356487646468,0.5348837209302325,-0.008173698326875823,-0.003224543883278822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_ai_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_ai,172,14,,,,,,,0.02,0.4418604651162791,0.4345689655172414,0.43011914113642313,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[28, 21, 15], [7, 34, 17], [15, 21, 14]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_gdelt_return_regression,next_week_log_return,price_only_ridge,price_calendar_gdelt,172,14,0.03319654203757192,0.0420516378344008,-0.013309037720973249,0.5406976744186046,-0.008173698326875823,-0.005312413283040429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_gdelt,172,14,,,,,,,0.02,0.4418604651162791,0.4347270114942529,0.4238833254529788,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[26, 25, 13], [13, 37, 8], [18, 19, 13]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_ai_gdelt_return_regression,next_week_log_return,price_only_ridge,price_calendar_ai_gdelt,172,14,0.03481543276980465,0.043972161607302065,-0.10797947713836464,0.5465116279069767,-0.008173698326875823,-0.00216630059118516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,4,price_calendar_ai_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_ai_gdelt,172,14,,,,,,,0.02,0.46511627906976744,0.4600933908045977,0.447947458104732,64.0,58.0,50.0,0.6627906976744186,True,"[-1, 0, 1]","[[25, 27, 12], [7, 40, 11], [13, 22, 15]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expected_return,4,price_ai_gdelt_hgb,next_week_log_return,,price_ai_gdelt,172,14,0.035524530166970575,0.04454679469972409,-0.1371270906865285,0.5058139534883721,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,66.0,0.38372093023255816,0.4393939393939394,-0.006999133779131986,0.014974894344680557,-0.3910035432433293,-0.7548478184832423,-0.13923711230742153,0.19109420838522884,-0.7846193011868651,-1.4109392639247729,-0.5012810596473594,0.38372093023255816,0.3953488372093023,,,,,,,,
expected_return,4,price_ai_gdelt_ridge,next_week_log_return,,price_ai_gdelt,172,14,0.03472723681302094,0.04414426885617567,-0.11666972460220948,0.5,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,50.0,0.29069767441860467,0.42,-0.008869538964700698,0.016271495149019148,-0.37529575436971097,-0.7548478184832423,-0.1325845335366943,0.17002743672791149,-0.8365544975890169,-1.4109392639247729,-0.46221214943741096,0.29069767441860467,0.313953488372093,,,,,,,,
expected_return,4,price_ai_hgb,next_week_log_return,,price_ai,172,14,0.03582046081682526,0.04501061005521369,-0.1609295980298624,0.5465116279069767,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,52.0,0.3023255813953488,0.46153846153846156,-0.0066452642522480355,0.016194014440690754,-0.3130911961898549,-0.7548478184832423,-0.10733106750075527,0.193670972228729,-0.5862494612474615,-1.4109392639247729,-0.4110326310340564,0.3023255813953488,0.3488372093023256,,,,,,,,
expected_return,4,price_ai_ridge,next_week_log_return,,price_ai,172,14,0.0345413287849558,0.04391856945264733,-0.10528036840637522,0.5465116279069767,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,43.0,0.25,0.46511627906976744,-0.005063199896910139,0.01697863869985663,-0.21629107411073012,-0.7548478184832423,-0.07103300084549968,0.18035526009791233,-0.4085384797544021,-1.4109392639247729,-0.42761090915918454,0.25,0.3023255813953488,,,,,,,,
expected_return,4,price_calendar_ai_gdelt_hgb,next_week_log_return,,price_calendar_ai_gdelt,172,14,0.0339101336500687,0.04319803641481651,-0.06931115581233671,0.5755813953488372,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,81.0,0.47093023255813954,0.5061728395061729,-0.003644289663444059,0.01827526345240846,-0.281211025348733,-0.7548478184832423,-0.09500342212415147,0.20419470390840383,-0.4888673150249391,-1.4109392639247729,-0.3774264547389711,0.47093023255813954,0.4069767441860465,,,,,,,,
expected_return,4,price_calendar_ai_gdelt_ridge,next_week_log_return,,price_calendar_ai_gdelt,172,14,0.03481543276980465,0.043972161607302065,-0.10797947713836464,0.5465116279069767,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,62.0,0.36046511627906974,0.45161290322580644,-0.004063993265610806,0.018125059240248778,-0.247961366839217,-0.7548478184832423,-0.08254614082768164,0.1931836447910419,-0.4459642023092258,-1.4109392639247729,-0.42913089761773304,0.36046511627906974,0.38372093023255816,,,,,,,,
expected_return,4,price_calendar_ai_hgb,next_week_log_return,,price_calendar_ai,172,14,0.03432664835722185,0.042297836846123295,-0.025208977750482697,0.5290697674418605,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,63.0,0.36627906976744184,0.47619047619047616,-0.001839725509209515,0.01753934723228099,-0.13575821629909313,-0.7548478184832423,-0.04315141720777427,0.1997458638367214,-0.22083120970771938,-1.4109392639247729,-0.36401929171824565,0.36627906976744184,0.3488372093023256,,,,,,,,
expected_return,4,price_calendar_ai_ridge,next_week_log_return,,price_calendar_ai,172,14,0.034707859112051716,0.043460882385974904,-0.08236356487646468,0.5348837209302325,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,64.0,0.37209302325581395,0.484375,-0.000988570632629887,0.015758528681174146,-0.08996163451681582,-0.7548478184832423,-0.028097497151341133,0.18937437382489727,-0.1504944132000695,-1.4109392639247729,-0.39029373833005865,0.37209302325581395,0.36046511627906974,,,,,,,,
expected_return,4,price_calendar_gdelt_hgb,next_week_log_return,,price_calendar_gdelt,172,14,0.033348317205239265,0.04256994244293446,-0.038441919421893456,0.5755813953488372,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,77.0,0.4476744186046512,0.5194805194805194,-0.00043901750208830137,0.016855358729049943,-0.06555671829287235,-0.7548478184832423,-0.02029031287066918,0.20630933522901063,-0.0993604521333409,-1.4109392639247729,-0.2798959392065231,0.4476744186046512,0.3953488372093023,,,,,,,,
expected_return,4,price_calendar_gdelt_ridge,next_week_log_return,,price_calendar_gdelt,172,14,0.03319654203757192,0.0420516378344008,-0.013309037720973249,0.5406976744186046,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,47.0,0.27325581395348836,0.44680851063829785,-0.007418394085758683,0.01206009872011964,-0.3090339043381922,-0.7548478184832423,-0.10574028901926957,0.1500556281702673,-0.7447840704604568,-1.4109392639247729,-0.38544260864140634,0.27325581395348836,0.2441860465116279,,,,,,,,
expected_return,4,price_calendar_hgb,next_week_log_return,,price_calendar,172,14,0.03435800901326613,0.04252999848941261,-0.03649406546633904,0.5465116279069767,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,56.0,0.32558139534883723,0.48214285714285715,0.00021450654673062428,0.01644515928024278,-0.01684415712859222,-0.7548478184832423,-0.005122630486426694,0.18358493649450006,-0.027975041074386243,-1.4109392639247729,-0.2948779050363409,0.32558139534883723,0.3372093023255814,,,,,,,,
expected_return,4,price_calendar_ridge,next_week_log_return,,price_calendar,172,14,0.03344155967698901,0.04189513844512253,-0.005780809864162517,0.5232558139534884,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,46.0,0.26744186046511625,0.4782608695652174,-0.0010733408699833654,0.010633184077541342,-0.06515419713836712,-0.7548478184832423,-0.020162744557084333,0.17089270752021532,-0.11919049840175239,-1.4109392639247729,-0.3259750230189584,0.26744186046511625,0.20930232558139536,,,,,,,,
expected_return,4,price_gdelt_hgb,next_week_log_return,,price_gdelt,172,14,0.037285728000886774,0.04555902732660806,-0.1893918879327987,0.436046511627907,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,60.0,0.3488372093023256,0.35,-0.011108297203427852,0.01551761567322011,-0.5056432380202398,-0.7548478184832423,-0.19183393590904696,0.16802255344048347,-1.2676138551172917,-1.4109392639247729,-0.5768707829652304,0.3488372093023256,0.4418604651162791,,,,,,,,
expected_return,4,price_gdelt_ridge,next_week_log_return,,price_gdelt,172,14,0.03479259843545941,0.04366774524493994,-0.09269164221500281,0.48255813953488375,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,32.0,0.18604651162790697,0.3125,-0.02238564642808731,0.011683610499138412,-0.519217688276647,-0.7548478184832423,-0.198608208540496,0.1390165541006699,-1.5926543785787117,-1.4109392639247729,-0.5329414921753267,0.18604651162790697,0.18604651162790697,,,,,,,,
expected_return,4,price_only_hgb,next_week_log_return,,price_only,172,14,0.0370723201697621,0.04587171334958345,-0.20577426025882906,0.46511627906976744,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,63.0,0.36627906976744184,0.38095238095238093,-0.013136408411477975,0.01283202256204501,-0.5775117866299803,-0.7548478184832423,-0.22931983689019597,0.1932308816541152,-1.3480341397595887,-1.4109392639247729,-0.6425652075793797,0.36627906976744184,0.3953488372093023,,,,,,,,
expected_return,4,price_only_ridge,next_week_log_return,,price_only,172,14,0.03473869388635618,0.04332155193850308,-0.07543482997107498,0.5174418604651163,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,18.0,0.10465116279069768,0.3333333333333333,-0.021290761904294894,0.013644145054228264,-0.3224241076528702,-0.7548478184832423,-0.11101534889639708,0.11384378036803773,-1.0336560204442777,-1.4109392639247729,-0.33038141726625025,0.10465116279069768,0.06976744186046512,,,,,,,,
volatility,4,price_ai_gdelt_hgb,next_4_week_realized_volatility,,price_ai_gdelt,172,14,0.01833240415793457,0.026807472747254528,-0.11077462060548382,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.07709727838896775,0.041206253045578414,0.04387760690748245,0.7848837209302325,0.5259009009009009,0.13953488372093023,0.12209302325581395
volatility,4,price_ai_gdelt_ridge,next_4_week_realized_volatility,,price_ai_gdelt,172,14,0.018297349029890442,0.025622015752414625,-0.014707311444778659,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.17859183263165282,0.041206253045578414,0.04491414566496624,0.7790697674418605,0.5574324324324325,0.13953488372093023,0.1511627906976744
volatility,4,price_ai_hgb,next_4_week_realized_volatility,,price_ai,172,14,0.01967100384259016,0.028157982203678957,-0.22551113665062839,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.027084631661867184,0.041206253045578414,0.04537519032435651,0.7732558139534884,0.5016891891891893,0.13953488372093023,0.12209302325581395
volatility,4,price_ai_ridge,next_4_week_realized_volatility,,price_ai,172,14,0.01860383233602551,0.02574337136725305,-0.02434215444985588,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.06630658378590508,0.041206253045578414,0.04705175691444397,0.813953488372093,0.5777027027027026,0.13953488372093023,0.11627906976744186
volatility,4,price_calendar_ai_gdelt_hgb,next_4_week_realized_volatility,,price_calendar_ai_gdelt,172,14,0.017206812435591006,0.022883927198209003,0.19057741742985923,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.26370283198252786,0.041206253045578414,0.04524878851476046,0.8197674418604651,0.6683558558558559,0.13953488372093023,0.1686046511627907
volatility,4,price_calendar_ai_gdelt_ridge,next_4_week_realized_volatility,,price_calendar_ai_gdelt,172,14,0.017508635169880594,0.022893107107865383,0.1899278858631136,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.3599795058166726,0.041206253045578414,0.04679865120261558,0.8023255813953488,0.6756756756756757,0.13953488372093023,0.19767441860465115
volatility,4,price_calendar_ai_hgb,next_4_week_realized_volatility,,price_calendar_ai,172,14,0.017046043322655222,0.022855555682337655,0.19258321911904308,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.28823217622172687,0.041206253045578414,0.04550487396115917,0.8546511627906976,0.723536036036036,0.13953488372093023,0.1569767441860465
volatility,4,price_calendar_ai_ridge,next_4_week_realized_volatility,,price_calendar_ai,172,14,0.017130498790027558,0.0223860993068212,0.22541148384533305,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.38770679167574984,0.041206253045578414,0.04742630798036168,0.8197674418604651,0.6858108108108107,0.13953488372093023,0.18023255813953487
volatility,4,price_calendar_gdelt_hgb,next_4_week_realized_volatility,,price_calendar_gdelt,172,14,0.016814253777091382,0.022906294580845366,0.1889943401493166,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.28211811748313215,0.041206253045578414,0.045554862868330104,0.8197674418604651,0.6683558558558559,0.13953488372093023,0.1686046511627907
volatility,4,price_calendar_gdelt_ridge,next_4_week_realized_volatility,,price_calendar_gdelt,172,14,0.017345233421093734,0.02273919903720846,0.20078334041659385,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.39046843595073316,0.041206253045578414,0.04781581370661936,0.8081395348837209,0.6790540540540541,0.13953488372093023,0.19186046511627908
volatility,4,price_calendar_hgb,next_4_week_realized_volatility,,price_calendar,172,14,0.016649969249857354,0.022513627521493367,0.21656105773675216,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.3303006737257006,0.041206253045578414,0.045391726154814085,0.8546511627906976,0.723536036036036,0.13953488372093023,0.1569767441860465
volatility,4,price_calendar_ridge,next_4_week_realized_volatility,,price_calendar,172,14,0.01696185654640719,0.022274893630405825,0.2330880948180074,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.4200399624785012,0.041206253045578414,0.04855580135898111,0.8197674418604651,0.6858108108108107,0.13953488372093023,0.18023255813953487
volatility,4,price_gdelt_hgb,next_4_week_realized_volatility,,price_gdelt,172,14,0.018094812042508283,0.026704003023171993,-0.10221657845218024,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.1019013720372492,0.041206253045578414,0.04317914138917775,0.7790697674418605,0.5050675675675675,0.13953488372093023,0.11627906976744186
volatility,4,price_gdelt_ridge,next_4_week_realized_volatility,,price_gdelt,172,14,0.01810010536217142,0.025196265627679997,0.018734435746160405,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.1784998564346209,0.041206253045578414,0.04497058812944682,0.8081395348837209,0.5743243243243243,0.13953488372093023,0.12209302325581395
volatility,4,price_only_hgb,next_4_week_realized_volatility,,price_only,172,14,0.019458647122513557,0.027876729153628724,-0.20115162474829407,,,,,,,,,,,,,,,hgb,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.007761376011076226,0.041206253045578414,0.04497052033086033,0.7732558139534884,0.5016891891891893,0.13953488372093023,0.12209302325581395
volatility,4,price_only_ridge,next_4_week_realized_volatility,,price_only,172,14,0.01864799052952908,0.025386599897922215,0.0038533499079368427,,,,,,,,,,,,,,,ridge,expanding,,,,,,,,,,,,,,,,,,,,0.7,0.01561354903717112,0.041206253045578414,0.04754283332446788,0.8488372093023255,0.597972972972973,0.13953488372093023,0.08139534883720931
direction_classification,13,price_only_return_regression,next_week_log_return,price_only_ridge,price_only,163,13,0.05341151296066053,0.06690678503391535,-0.08550701542442063,0.5828220858895705,-0.027378873637991193,-0.01467762843048499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_only_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_only,163,13,,,,,,,0.02,0.4171779141104294,0.39671402171402176,0.3943835616438356,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[36, 19, 23], [16, 22, 10], [16, 11, 10]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_ai_return_regression,next_week_log_return,price_only_ridge,price_ai,163,13,0.05426215938849537,0.06762513177264162,-0.10894130354550469,0.5460122699386503,-0.027378873637991193,-0.00532293492372839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_ai_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_ai,163,13,,,,,,,0.02,0.38650306748466257,0.40315315315315314,0.3839065680917175,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[26, 22, 30], [10, 20, 18], [8, 12, 17]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_gdelt_return_regression,next_week_log_return,price_only_ridge,price_gdelt,163,13,0.05494047177204994,0.06880518822958259,-0.1479809606141227,0.588957055214724,-0.027378873637991193,-0.015088123966030912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_gdelt,163,13,,,,,,,0.02,0.3619631901840491,0.37270443520443525,0.35613259478613174,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[27, 21, 30], [14, 15, 19], [12, 8, 17]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_ai_gdelt_return_regression,next_week_log_return,price_only_ridge,price_ai_gdelt,163,13,0.053907451457429506,0.06644242713393941,-0.07049166046057231,0.5705521472392638,-0.027378873637991193,-0.007914678412047075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_ai_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_ai_gdelt,163,13,,,,,,,0.02,0.3987730061349693,0.4421777546777547,0.39817878028404347,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[22, 23, 33], [11, 19, 18], [3, 10, 24]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_return_regression,next_week_log_return,price_only_ridge,price_calendar,163,13,0.053096226277340654,0.06498019494383224,-0.023892426343738338,0.5828220858895705,-0.027378873637991193,-0.018482513312266535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar,163,13,,,,,,,0.02,0.4539877300613497,0.4661873411873412,0.44771855944568895,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[31, 19, 28], [9, 26, 13], [4, 16, 17]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_ai_return_regression,next_week_log_return,price_only_ridge,price_calendar_ai,163,13,0.05336820446584623,0.06642580662833877,-0.06995616264491233,0.5705521472392638,-0.027378873637991193,-0.007419665936952041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_ai_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_ai,163,13,,,,,,,0.02,0.4294478527607362,0.4470287595287596,0.4237139081410494,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[27, 23, 28], [9, 27, 12], [3, 18, 16]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_gdelt_return_regression,next_week_log_return,price_only_ridge,price_calendar_gdelt,163,13,0.0540382079563217,0.06609186387411883,-0.05922521370592282,0.5828220858895705,-0.027378873637991193,-0.019828501035495407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_gdelt,163,13,,,,,,,0.02,0.36809815950920244,0.36629417879417875,0.3509638509638509,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[32, 17, 29], [21, 11, 16], [12, 8, 17]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_ai_gdelt_return_regression,next_week_log_return,price_only_ridge,price_calendar_ai_gdelt,163,13,0.053207658134134285,0.06532459284532967,-0.034774538071722594,0.5828220858895705,-0.027378873637991193,-0.010046329010095913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
direction_classification,13,price_calendar_ai_gdelt_three_class_fixed,next_week_log_return_3class_2.0%_bands,price_only_logit,price_calendar_ai_gdelt,163,13,,,,,,,0.02,0.3619631901840491,0.37063987063987064,0.3567251461988304,78.0,48.0,37.0,0.7055214723926381,True,"[-1, 0, 1]","[[27, 18, 33], [13, 16, 19], [8, 13, 16]]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
expected_return,13,price_ai_gdelt_hgb,next_week_log_return,,price_ai_gdelt,163,13,0.059852191169445984,0.0734290459445289,-0.307459008516485,0.50920245398773,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,50.0,0.3067484662576687,0.3,-0.025878628373202667,0.02764395720219783,-0.7328463769089787,-0.9884694633616119,-0.3436639932565623,0.21553327480173728,-1.9536770652059092,-3.074421471563652,-0.7619775544338209,0.3067484662576687,0.31901840490797545,,,,,,,,
expected_return,13,price_ai_gdelt_ridge,next_week_log_return,,price_ai_gdelt,163,13,0.053907451457429506,0.06644242713393941,-0.07049166046057231,0.5705521472392638,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,49.0,0.3006134969325153,0.42857142857142855,-0.013152214060782997,0.02013160238746208,-0.4905677909144457,-0.9884694633616119,-0.1935913631399987,0.25203368997644465,-0.8537139274937073,-3.074421471563652,-0.6696104006101928,0.3006134969325153,0.36809815950920244,,,,,,,,
expected_return,13,price_ai_hgb,next_week_log_return,,price_ai,163,13,0.056666072660544055,0.07079957191912839,-0.21549611285925718,0.5521472392638037,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,53.0,0.32515337423312884,0.3584905660377358,-0.021341077691574183,0.021936672664813972,-0.6881013917836025,-0.9884694633616119,-0.31042584850671817,0.21757637257640286,-1.708278519709497,-3.074421471563652,-0.7252063588463777,0.32515337423312884,0.4171779141104294,,,,,,,,
expected_return,13,price_ai_ridge,next_week_log_return,,price_ai,163,13,0.05426215938849537,0.06762513177264162,-0.10894130354550469,0.5460122699386503,,,,,,,,,,,,,,ridge,expanding,,5.0,25.0,0.003,False,40.0,0.24539877300613497,0.35,-0.021736881982963696,0.02301122275699221,-0.5895393770597251,-0.9884694633616119,-0.24729207122458918,0.19845174355894893,-1.4314714404804576,-3.074421471563652,-0.6013023759826481,0.24539877300613497,0.25766871165644173,,,,,,,,
expected_return,13,price_calendar_ai_gdelt_hgb,next_week_log_return,,price_calendar_ai_gdelt,163,13,0.05965685872418974,0.07423120164864379,-0.33618100198751466,0.5153374233128835,,,,,,,,,,,,,,hgb,expanding,,5.0,25.0,0.003,False,58.0,0.3558282208588957,0.3275862068965517,-0.02402408649759618,0.02870207062270684,-0.7578982088945907,-0.9884694633616119,-0.3639605910762461,0.2635811020515126,-1.7167192576524692,-3.074421471563652,-0.7942643907593231,0.3558282208588957,0.3067484662576687,,,,,,,,
