decision_date,close,return_1d,log_return_1d,target_next_1d_return,target_return,target_class,price_return_lag_1d,price_return_lag_2d,price_return_lag_5d,price_return_lag_10d,price_return_lag_21d,price_vol_5d,price_momentum_5d,price_vol_10d,price_momentum_10d,price_vol_21d,price_momentum_21d,price_vol_63d,price_momentum_63d,month,quarter,weekofyear_sin,weekofyear_cos,dayofweek_sin,dayofweek_cos,is_planting_season,is_pollination_season,is_harvest_season,is_winter_storage_season,weather_cfsv2_source_found_l7,weather_cfsv2_t2m_l7,weather_cfsv2_t2m_anom_l7,weather_cfsv2_t2m_z_l7,weather_cfsv2_t2m_grid_count_l7,weather_cfsv2_spfh_l7,weather_cfsv2_spfh_anom_l7,weather_cfsv2_spfh_z_l7,weather_cfsv2_spfh_grid_count_l7,weather_cfsv2_precip_l7,weather_cfsv2_precip_anom_l7,weather_cfsv2_precip_z_l7,weather_cfsv2_precip_grid_count_l7,weather_heat_forecast_z_l7,weather_dryness_forecast_z_l7,weather_spfh_forecast_z_l7,weather_heat_x_dryness_l7,weather_cfsv2_source_found_l14,weather_cfsv2_t2m_l14,weather_cfsv2_t2m_anom_l14,weather_cfsv2_t2m_z_l14,weather_cfsv2_t2m_grid_count_l14,weather_cfsv2_spfh_l14,weather_cfsv2_spfh_anom_l14,weather_cfsv2_spfh_z_l14,weather_cfsv2_spfh_grid_count_l14,weather_cfsv2_precip_l14,weather_cfsv2_precip_anom_l14,weather_cfsv2_precip_z_l14,weather_cfsv2_precip_grid_count_l14,weather_heat_forecast_z_l14,weather_dryness_forecast_z_l14,weather_spfh_forecast_z_l14,weather_heat_x_dryness_l14,weather_cfsv2_source_found_l21,weather_cfsv2_t2m_l21,weather_cfsv2_t2m_anom_l21,weather_cfsv2_t2m_z_l21,weather_cfsv2_t2m_grid_count_l21,weather_cfsv2_spfh_l21,weather_cfsv2_spfh_anom_l21,weather_cfsv2_spfh_z_l21,weather_cfsv2_spfh_grid_count_l21,weather_cfsv2_precip_l21,weather_cfsv2_precip_anom_l21,weather_cfsv2_precip_z_l21,weather_cfsv2_precip_grid_count_l21,weather_heat_forecast_z_l21,weather_dryness_forecast_z_l21,weather_spfh_forecast_z_l21,weather_heat_x_dryness_l21,weather_cfsv2_source_found_l28,weather_cfsv2_t2m_l28,weather_cfsv2_t2m_anom_l28,weather_cfsv2_t2m_z_l28,weather_cfsv2_t2m_grid_count_l28,weather_cfsv2_spfh_l28,weather_cfsv2_spfh_anom_l28,weather_cfsv2_spfh_z_l28,weather_cfsv2_spfh_grid_count_l28,weather_cfsv2_precip_l28,weather_cfsv2_precip_anom_l28,weather_cfsv2_precip_z_l28,weather_cfsv2_precip_grid_count_l28,weather_heat_forecast_z_l28,weather_dryness_forecast_z_l28,weather_spfh_forecast_z_l28,weather_heat_x_dryness_l28,weather_cfsv2_source_found_l30,weather_cfsv2_t2m_l30,weather_cfsv2_t2m_anom_l30,weather_cfsv2_t2m_z_l30,weather_cfsv2_t2m_grid_count_l30,weather_cfsv2_spfh_l30,weather_cfsv2_spfh_anom_l30,weather_cfsv2_spfh_z_l30,weather_cfsv2_spfh_grid_count_l30,weather_cfsv2_precip_l30,weather_cfsv2_precip_anom_l30,weather_cfsv2_precip_z_l30,weather_cfsv2_precip_grid_count_l30,weather_heat_forecast_z_l30,weather_dryness_forecast_z_l30,weather_spfh_forecast_z_l30,weather_heat_x_dryness_l30,init_obs_t2m_anom,init_obs_t2m_z,init_obs_spfh_anom,init_obs_spfh_z,init_obs_precip_anom,init_obs_precip_z,weather_cfsv2_t2m_anom_7_30_mean,weather_cfsv2_t2m_raw_7_30_mean,weather_cfsv2_spfh_anom_7_30_mean,weather_cfsv2_spfh_raw_7_30_mean,weather_cfsv2_precip_anom_7_30_mean,weather_cfsv2_precip_raw_7_30_mean,weather_heat_forecast_z_7_30_mean,weather_dryness_forecast_z_7_30_mean,weather_heat_x_dryness_7_30_mean,init_obs_heat_z,init_obs_dryness_z,weather_heat_projected_change_l7,weather_dryness_projected_change_l7,weather_spfh_projected_change_l7,weather_projected_heat_x_dryness_l7,weather_heat_projected_change_l14,weather_dryness_projected_change_l14,weather_spfh_projected_change_l14,weather_projected_heat_x_dryness_l14,weather_heat_projected_change_l21,weather_dryness_projected_change_l21,weather_spfh_projected_change_l21,weather_projected_heat_x_dryness_l21,weather_heat_projected_change_l28,weather_dryness_projected_change_l28,weather_spfh_projected_change_l28,weather_projected_heat_x_dryness_l28,weather_heat_projected_change_l30,weather_dryness_projected_change_l30,weather_spfh_projected_change_l30,weather_projected_heat_x_dryness_l30,weather_heat_projected_change_7_30_mean,weather_dryness_projected_change_7_30_mean,weather_projected_heat_x_dryness_7_30_mean,weather_cfsv2_coverage_7_30,season_year
2011-04-01,44.36000061035156,0.002485889499470373,0.0024828047872800575,0.028629405777494732,0.041929679548235343,1,0.08562320466591022,-0.014268444361784982,-0.013999119931730641,0.03587335053502039,0.020794860241757362,0.0436874650717652,0.04969243663571854,0.03077739288675278,0.05946982904197351,0.029835124445283724,0.004074248617755183,,,4,2,1.0,-1.6081226496766364e-16,-0.9510565162951536,0.30901699437494723,1,0,0,0,1.0,280.8704528808594,,,325.0,0.0056884996592998505,,,325.0,1.1681029796600342,,,325.0,,,,,1.0,284.2142639160156,,,325.0,0.006622177083045244,,,325.0,1.1486607789993286,,,325.0,,,,,1.0,286.4636535644531,,,325.0,0.008283598348498344,,,325.0,9.832220077514648,,,325.0,,,,,1.0,277.8724670410156,,,325.0,0.003488201880827546,,,325.0,0.8375373482704163,,,325.0,,,,,1.0,280.6777648925781,,,325.0,0.005111591890454292,,,325.0,4.099308490753174,,,325.0,,,,,-1.0257978166852613,0.9560466336054011,-0.00046186015409018313,0.839065175805411,-0.8983845991038718,-0.644274277869479,,282.01972045898435,,0.005838813772425055,,3.4171659350395203,,,,0.9560466336054011,0.644274277869479,,,,,,,,,,,,,,,,,,,,,,,,1.0,2011
2011-04-04,45.630001068115234,0.028629405777494732,0.028227242106271873,0.004163897047150256,0.01775142537000174,0,0.002485889499470373,0.08562320466591022,-0.025082763859307522,0.006926222185940967,-0.008601201120198243,0.03912192374129453,0.10752427726071034,0.0315885794121082,0.08230553209824376,0.03036204279697599,0.04178086445047846,0.02330911553957211,0.1864275131128983,4,2,0.992708874098054,-0.12053668025532288,0.0,1.0,1,0,0,0,1.0,282.9358215332031,,,325.0,0.006959226913750172,,,325.0,11.370612144470215,,,325.0,,,,,1.0,283.8314514160156,,,325.0,0.006662867031991482,,,325.0,8.479365348815918,,,325.0,,,,,1.0,287.16558837890625,,,325.0,0.00745393056422472,,,325.0,0.15024399757385254,,,325.0,,,,,1.0,286.2091979980469,,,325.0,0.008375001139938831,,,325.0,8.866442680358887,,,325.0,,,,,1.0,283.2665710449219,,,325.0,0.006815628614276648,,,325.0,6.221095561981201,,,325.0,,,,,3.7468043736049106,2.34590098267175,0.0006468502538544791,2.1857033747999073,0.48415221858599494,4.937233957901353,,284.6817260742188,,0.007253330852836371,,7.0175519466400145,,,,2.34590098267175,-4.937233957901353,,,,,,,,,,,,,,,,,,,,,,,,1.0,2011
2011-04-05,45.81999969482422,0.004163897047150256,0.004155252017540804,-0.0002182086774289438,-0.01745960808356173,0,0.028629405777494732,0.002485889499470373,0.0036407210777666954,0.0,-0.012785332610689149,0.03906380124724368,0.10810160545714842,0.03149323977287439,0.08681214090746181,0.030163351933109105,0.05966692683183328,0.023204152457215604,0.2086520675085699,4,2,0.992708874098054,-0.12053668025532288,0.9510565162951535,0.30901699437494745,1,0,0,0,1.0,284.7568359375,,,325.0,0.006433630362153053,,,325.0,2.9333724975585938,,,325.0,,,,,1.0,279.98687744140625,,,325.0,0.004168787971138954,,,325.0,2.795650005340576,,,325.0,,,,,1.0,281.95941162109375,,,325.0,0.005774262826889753,,,325.0,4.404887676239014,,,325.0,,,,,1.0,288.2243347167969,,,325.0,0.008653448894619942,,,325.0,0.4780089855194092,,,325.0,,,,,1.0,284.295654296875,,,325.0,0.007076393812894821,,,325.0,8.801949501037598,,,325.0,,,,,4.077200753348214,2.4559299076272403,0.0008448183536529541,2.488942064811546,1.7851956696840172,5.602166763889186,,283.84462280273436,,0.006421304773539305,,3.882773733139038,,,,2.4559299076272403,-5.602166763889186,,,,,,,,,,,,,,,,,,,,,,,,1.0,2011
2011-04-06,45.810001373291016,-0.0002182086774289438,-0.00021823248840630068,-0.003711023325611462,-0.007203707076225752,0,0.004163897047150256,0.028629405777494732,-0.014268444361784982,-0.004743851130533883,-0.009019500212922527,0.0362684666444161,0.1238960564208349,0.03130912850362094,0.09175410802721062,0.03004616914406221,0.06907824981505173,0.023152157769176885,0.18956124045520806,4,2,0.992708874098054,-0.12053668025532288,0.5877852522924732,-0.8090169943749473,1,0,0,0,1.0,285.25909423828125,2.1170471191406364,1.0396749739221423,325.0,0.006175810005515814,-0.0004915253259241579,-0.5000258825554994,325.0,1.2253185510635376,-2.924794626235962,-0.7031319050905178,325.0,1.0396749739221423,0.7031319050905178,-0.5000258825554994,0.7310286450888103,1.0,282.0458679199219,-1.5187500000000114,-0.7100671650382253,325.0,0.005371110513806343,-0.0008187285624444481,-0.7223156457235981,325.0,1.7968437671661377,-2.061696058511734,-0.5797447422404066,325.0,-0.7100671650382253,0.5797447422404066,-0.7223156457235981,-0.4116577055684622,1.0,281.7849426269531,-3.2704895019531364,-1.2119862486079063,325.0,0.0049079409800469875,-0.0025260673835873606,-2.105314613907668,325.0,3.9166932106018066,-1.3572777271270748,-0.3654688880060556,325.0,-1.2119862486079063,0.3654688880060556,-2.105314613907668,-0.4429432665573623,1.0,281.8204040527344,-1.7793334960937273,-0.397964598652069,325.0,0.005868411622941494,-0.0005040881689637898,-0.21101018973159202,325.0,7.530477046966553,4.740630257129669,1.3183882768484414,325.0,-0.397964598652069,-1.3183882768484414,-0.21101018973159202,0.5246718614635828,1.0,281.9176025390625,-1.4534484863281136,-0.8074162285733278,325.0,0.00489064259454608,-0.001446257531642914,-1.3487623877618684,325.0,2.597734212875366,-2.641340667009354,-0.8356284277247814,325.0,-0.8074162285733278,0.8356284277247814,-1.3487623877618684,-0.6746999536022027,3.556058175223216,1.610510446081933,0.0006784104476017612,1.8680768283574352,1.5307681507167161,5.626716273132603,-1.1809948730468705,282.5655822753906,-0.0011573333945125342,0.005442783143371344,-0.8488957643508913,3.4134133577346804,-0.41755185338987727,0.233117137242664,-0.05472008383512683,1.610510446081933,-5.626716273132603,-0.5708354721597908,6.329848178223121,-2.3681027109129347,-3.6133018735157867,-2.320577611120158,6.2064610153730095,-2.590392474081033,-14.40257447656469,-2.822496694689839,5.992185161138658,-3.973391442265103,-16.912922811283362,-2.008475044734002,4.308327996284161,-2.079087018089027,-8.653169265065584,-2.417926674655261,6.462344700857384,-3.2168392161193036,-15.625475633020143,-2.0280622994718103,5.859833410375268,-11.841488811889914,1.0,2011
2011-04-07,45.63999938964844,-0.003711023325611462,-0.003717926255921879,0.012708191034424887,0.005258581982392263,0,-0.0002182086774289438,0.004163897047150256,0.08562320466591022,0.0214490358797923,-0.005834305925377925,0.012849278842787623,0.03141241558527552,0.031230039279629564,0.0648623131056476,0.03001636674620795,0.07136152639475091,0.023001936753272143,0.20772686647106298,4,2,0.992708874098054,-0.12053668025532288,-0.587785252292473,-0.8090169943749476,1,0,0,0,1.0,286.29400634765625,2.27423095703125,1.3100231568267295,325.0,0.006842239294201136,7.744189351797069e-05,0.08795194117111467,325.0,2.528989553451538,-1.632566738128662,-0.39343896731463174,325.0,1.3100231568267295,0.39343896731463174,0.08795194117111467,0.5154141579801623,1.0,281.6287536621094,-1.5021850585937386,-0.6848761856318912,325.0,0.006004322320222855,6.469655781984364e-05,0.05615472631352714,325.0,5.5986552238464355,1.6104788005352022,0.4677903355529849,325.0,-0.6848761856318912,-0.4677903355529849,0.05615472631352714,0.3203784606889908,1.0,283.92584228515625,-0.19384765625,-0.06702200233307204,325.0,0.005588115658611059,-0.0011707612313330172,-0.7745582087150809,325.0,0.9411459565162659,-3.149719607830048,-1.1650641690126387,325.0,-0.06702200233307204,1.1650641690126387,-0.7745582087150809,-0.0780849334537437,1.0,285.4507141113281,1.0613891601562386,0.3089510487305164,325.0,0.006365540903061628,-0.00048300083726644533,-0.2616578501619087,325.0,2.4734866619110107,-1.6549480676651003,-0.42233242438867213,325.0,0.3089510487305164,0.42233242438867213,-0.2616578501619087,0.13048004542778177,1.0,288.61456298828125,4.99554443359375,3.6450591759215625,325.0,0.006591509561985731,0.00029879929497838003,0.2625774406024963,325.0,0.004327878821641207,-4.934432145487517,-1.4680364622892974,325.0,3.6450591759215625,1.4680364622892974,0.2625774406024963,5.351079777455032,3.271010044642862,1.358936626494576,0.0005611681578946965,1.2869090069813578,1.2963828961133121,5.592714129323874,1.3270263671875,285.1827758789062,-0.00024256486445665363,0.006278345547616482,-1.9522375517152248,2.309321054909378,0.902427038702769,0.596216337490451,1.2478535016196448,1.358936626494576,-5.592714129323874,-0.048913469667846377,5.986153096638506,-1.198957065810243,-0.2928035179195122,-2.0438128121264674,5.12492379377089,-1.2307542806678307,-10.474384910880726,-1.425958628827648,6.757778298336513,-2.061467215696439,-9.63631227621717,-1.0499855777640597,6.015046553712546,-1.5485668571432665,-6.315712130977583,2.2861225494269863,7.060750591613171,-1.0243315663788615,16.141741143366804,-0.45650958779180717,6.188930466814325,-2.1154943385256373,1.0,2011
2011-04-08,46.220001220703125,0.012708191034424887,0.012628119636243709,0.004759787974806917,-0.017957633256896366,0,-0.003711023325611462,-0.0002182086774289438,0.002485889499470373,-0.013999119931730641,-0.03286379721426802,0.012909761337298578,0.041929679548235343,0.0303914226636695,0.09370570412806045,0.02886540539042075,0.12184466904863034,0.022973174863278677,0.23483838749292962,4,2,0.992708874098054,-0.12053668025532288,-0.9510565162951536,0.30901699437494723,1,0,0,0,1.0,281.0581359863281,-3.9156738281250227,-3.084401787327372,325.0,0.005710468627512455,-0.0012137357145547865,-1.5469861928143256,325.0,6.882619380950928,2.5363575220108032,0.6299989143572575,325.0,-3.084401787327372,-0.6299989143572575,-1.5469861928143256,1.943169777457829,1.0,283.90313720703125,1.596649169921875,0.9526230852854146,325.0,0.006480068899691105,0.0006684319116175173,0.614352124565086,325.0,5.019763469696045,-0.04001879692077637,-0.014560102065551403,325.0,0.9526230852854146,0.014560102065551403,0.614352124565086,0.013870289351756116,1.0,285.09149169921875,0.645263671875,0.2370844539000473,325.0,0.005662600509822369,-0.0008465384133160116,-0.5303426315286861,325.0,0.11360610276460648,-2.610736207664013,-1.2950829500241088,325.0,0.2370844539000473,1.2950829500241088,-0.5303426315286861,0.3070440339617281,1.0,286.3336486816406,2.020599365234375,0.5943875307002916,325.0,0.007604476064443588,0.0009112536907196047,0.4931781962022537,325.0,5.781219005584717,1.817471671104431,0.4567533439956847,325.0,0.5943875307002916,-0.4567533439956847,0.4931781962022537,-0.27148849227669586,1.0,287.4454040527344,2.71649169921875,1.06544727116652,325.0,0.008209268562495708,0.001650857552886009,1.6814651718056164,325.0,7.655930519104004,2.803763797786087,0.7991220060043972,325.0,1.06544727116652,-0.7991220060043972,1.6814651718056164,-0.8514223606265003,2.8096583775111657,1.1520363103774685,0.0004984660805868251,0.9037478777458293,1.1233684936108668,5.6132808823597795,0.6126660156249955,284.7663635253906,0.00023405380547046657,0.006733376532793045,0.9013675972633063,5.09062769562006,-0.046971889255019716,-0.11524624245353585,0.22823464957362338,1.1520363103774685,-5.6132808823597795,-4.23643809770484,4.983281968002522,-2.450734070560155,-21.11136558085144,-0.19941322509205384,5.6278409844253305,-0.2893957531807433,-1.1222659210094943,-0.9149518564774212,6.9083638323838885,-1.4340905092745153,-6.320820313661111,-0.5576487796771769,5.156527538364095,-0.4105696815435756,-2.8755312891404943,-0.08658903921094852,4.814158876355382,0.7777172940597871,-0.416853391712472,-1.199008199632488,5.498034639906243,-6.369367299275002,1.0,2011
2011-04-11,46.439998626708984,0.004759787974806917,0.0047484960014471,-0.030577050192431066,-0.0036605980614207168,0,0.012708191034424887,-0.003711023325611462,0.028629405777494732,-0.025082763859307522,-0.016990309465458098,0.006177263297895331,0.01775142537000174,0.028000662268684105,0.1271844118139691,0.028390122063004317,0.14666663275824643,0.022916330757573593,0.22082012379113514,4,2,0.9709418174260521,-0.2393156642875575,0.0,1.0,1,0,0,0,1.0,278.9659118652344,-3.9716003417968864,-1.335004663102212,325.0,0.003914281725883484,-0.0020355000160634518,-2.0731840447327143,325.0,0.7229416370391846,-4.9519459962844845,-1.1450575067576187,325.0,-1.335004663102212,1.1450575067576187,-2.0731840447327143,-1.5286571110416138,1.0,286.6181640625,3.5532775878906477,2.7931685456207327,325.0,0.008043716661632061,0.001748037803918123,2.4927768074783634,325.0,6.221761703491211,0.18778538703918457,0.06016564823449323,325.0,2.7931685456207327,-0.06016564823449323,2.4927768074783634,-0.16805279617546806,1.0,284.5760192871094,1.1556335449218977,0.70877806246137,325.0,0.005923965945839882,0.00039099706336855923,0.6283464329271162,325.0,1.7856179475784302,0.16521748155355453,0.11064302047620066,325.0,0.70877806246137,-0.11064302047620066,0.6283464329271162,-0.07842134567799519,1.0,289.417236328125,2.9750305175781477,0.910841696723688,325.0,0.008034192025661469,0.0004811766557395458,0.2967523576924872,325.0,0.8023597002029419,-5.441031575202942,-2.368822017779103,325.0,0.910841696723688,2.368822017779103,0.2967523576924872,2.157621865910348,1.0,288.462890625,2.4342102050781023,0.6271886847722569,325.0,0.008471923880279064,0.0016289359889924528,0.8117697250696058,325.0,4.778378963470459,0.9035375862382353,0.2426933526655343,325.0,0.6271886847722569,-0.2426933526655343,0.8117697250696058,-0.15221452466126595,2.18886195591518,1.1299750275521996,0.0010747072552996023,1.0117759612897925,0.7144437103596667,0.5469850698873964,1.229310302734382,285.60804443359376,0.0004427294991910458,0.006877616047859192,-1.8272874233312906,2.862211990356445,0.7409944652951671,0.6200755006320987,0.04605521767080101,1.1299750275521996,-0.5469850698873964,-2.4649796906544115,1.6920425766450151,-3.0849600060225066,-4.170850587152523,1.663193518068533,0.48681942165290315,1.4810008461885709,0.8096749065629806,-0.4211969650908296,0.4363420494111957,-0.3834295283626763,-0.18378594695350844,-0.2191333308285116,2.915807087666499,-0.7150236035973053,-0.6389505191737419,-0.5027863427799427,0.3042917172218621,-0.20000623622018676,-0.15299371964020855,-0.3889805622570324,1.1670605705194952,-0.8673811732714002,1.0,2011
2011-04-12,45.02000045776367,-0.030577050192431066,-0.03105428161180057,0.010217660590746025,0.02954238122687669,1,0.004759787974806917,0.012708191034424887,0.004163897047150256,0.0036407210777666954,0.0007407105999228669,0.01639259172202415,-0.01745960808356173,0.031106043019217596,0.088754585709101,0.02953028125233401,0.1107821814384149,0.023307227091097633,0.1850486567175269,4,2,0.9709418174260521,-0.2393156642875575,0.9510565162951535,0.30901699437494745,1,0,0,0,1.0,282.2392578125,0.5603820800781136,0.18213613322029837,325.0,0.006415721960365772,0.0009182458743453026,0.6978684634951957,325.0,2.930011510848999,-2.6444007396698,-0.5932289208639606,325.0,0.18213613322029837,0.5932289208639606,0.6978684634951957,0.10804842176061218,1.0,286.0107727050781,2.0314270019531477,1.0905476504970357,325.0,0.00722668319940567,0.0003964831121265888,0.4791182152974588,325.0,3.519920587539673,-3.399039316177368,-1.6424101968769513,325.0,1.0905476504970357,1.6424101968769513,0.4791182152974588,1.7911265813565331,1.0,283.07794189453125,-0.9006591796875227,-0.6476220345687419,325.0,0.006123634055256844,0.00038746017962694185,0.7373158366913211,325.0,6.115470886230469,4.921285472810268,5.918958505584927,325.0,-0.6476220345687419,-5.918958505584927,0.7373158366913211,3.8332479499148704,1.0,288.2919921875,0.33041992187497726,0.15314312120021184,325.0,0.007479177322238684,-0.0005069941282272346,-0.38401344936393905,325.0,1.7565473318099976,-3.1412204742431644,-0.993361317867466,325.0,0.15314312120021184,0.993361317867466,-0.38401344936393905,0.1521264526977795,1.0,284.5085754394531,-2.82916259765625,-0.88683032087511,325.0,0.0062823183834552765,-0.0012769257649779316,-0.7257366644677776,325.0,5.879403114318848,1.5684327869676054,0.4281595376352703,325.0,-0.88683032087511,-0.4281595376352703,-0.7257366644677776,0.37970486014682553,2.1907784598214284,1.15060428892929,0.0010105850574161327,0.8354480639724466,-0.7730614504027516,-0.21005147900905838,-0.1615185546875068,284.8257080078125,-1.634614542126659e-05,0.006705506984144449,-0.5389884540624917,4.040270686149597,-0.0217250901052612,-0.6236235215223639,1.2528508531753242,1.15060428892929,0.21005147900905838,-0.9684681557089916,0.3831774418549022,-0.13757960047725093,-0.3710951504225065,-0.06005663843225428,1.432358717867893,-0.35632984867498785,-0.08602264962427937,-1.798226323498032,-6.129009984593985,-0.09813222728112558,11.021347091279171,-0.9974611677290781,0.7833098388584075,-1.2194615133363857,-0.7813211465613832,-2.0374346098044,-0.6382110166443287,-1.5611847284402243,1.3003132136696072,-1.1723293790345513,-0.8336750005314222,2.216644271668122,1.0,2011
2011-04-13,45.47999954223633,0.010217660590746025,0.010165813170577971,0.008795108397207319,-0.004397554198603659,0,-0.030577050192431066,0.004759787974806917,-0.0002182086774289438,-0.014268444361784982,-0.051813435414999165,0.01752543547779513,-0.007203707076225752,0.030019176585019108,0.11579983844625397,0.02646179128658009,0.18345040804256896,0.023058823473044356,0.16168576678530067,4,2,0.9709418174260521,-0.2393156642875575,0.5877852522924732,-0.8090169943749473,1,0,0,0,1.0,276.5601501464844,-4.307775878906227,-2.3369713276925825,325.0,0.004299283493310213,-0.0011128891259431836,-0.9145127506325432,325.0,7.520752906799316,1.8661362648010256,0.424867873631952,325.0,-2.3369713276925825,-0.424867873631952,-0.9145127506325432,0.9929040387355872,1.0,283.0062255859375,-1.8495239257812273,-1.2584072055812763,325.0,0.005382020026445389,-0.0016926522366702557,-2.4460054556105226,325.0,1.9423407316207886,-4.5608722448349,-1.786241272835483,325.0,-1.2584072055812763,1.786241272835483,-2.4460054556105226,-2.2478188886428425,1.0,279.87066650390625,-3.9383544921875,-2.7175618333094516,325.0,0.004618823528289795,-0.0012244540266692638,-2.258758544504564,325.0,6.23387336730957,4.004822967946529,1.7247796312197705,325.0,-2.7175618333094516,-1.7247796312197705,-2.258758544504564,4.6871952966723995,1.0,287.30340576171875,-1.2264221191406364,-0.7459983548678428,325.0,0.006964077707380056,-0.0012448210269212726,-1.1930321828839006,325.0,0.4801332652568817,-4.2742466747760774,-1.2904110044226906,325.0,-0.7459983548678428,1.2904110044226906,-1.1930321828839006,-0.9626444864026878,1.0,289.0328369140625,2.51629638671875,0.7611918915976763,325.0,0.009405868127942085,0.001908462215214968,1.056265951544637,325.0,9.078093528747559,3.5921081542968754,1.2969175024632063,325.0,0.7611918915976763,-1.2969175024632063,1.056265951544637,-0.987203086946102,2.183633858816969,1.144489279952635,0.0008718589719917093,0.8440542101746783,-0.7922422722433942,-0.31797642476770144,-1.7611560058593683,283.1546569824219,-0.0006732708401978015,0.006134014576673508,0.12558969348669055,5.051038759946823,-1.2595493659706953,-0.07398254601135101,0.2964865746832709,1.144489279952635,0.31797642476770144,-3.4814606076452175,-0.7428442983996535,-1.7585669608072214,2.586183162492243,-2.402896485533911,1.4682648480677816,-3.290059665785201,-3.5280884432550543,-3.8620511132620865,-2.042756055987472,-3.1028127546792423,7.889228300149284,-1.8904876348204778,0.9724345796549891,-2.037086393058579,-1.8383755485096058,-0.38329738835495863,-1.6148939272309077,0.2122117413699588,0.6189846247778895,-2.4040386459233303,-0.39195897077905245,1.1455864191309513,1.0,2011
2011-04-14,45.880001068115234,0.008795108397207319,0.008756656724627226,-0.010680071208789221,-0.0008718595160439602,0,0.010217660590746025,-0.030577050192431066,-0.003711023325611462,0.08562320466591022,-0.004423678956351207,0.01798536550584492,0.005258581982392263,0.014977986009990082,0.03683618233028785,0.0262987971413447,0.19916369787955257,0.022906693123005004,0.14413972104573314,4,2,0.9709418174260521,-0.2393156642875575,-0.587785252292473,-0.8090169943749476,1,0,0,0,1.0,280.8036804199219,0.8353515625000227,0.3153638422916524,325.0,0.006867361720651388,0.0017374261282384392,1.3449809753216748,325.0,13.472099304199219,7.68985595703125,1.7296815422779541,325.0,0.3153638422916524,-1.7296815422779541,1.3449809753216748,-0.5454790171137268,1.0,286.8272705078125,2.1509033203125227,1.297465176264252,325.0,0.00838727317750454,0.0015322106890380384,1.497806272549812,325.0,3.943387508392334,-1.9443409204483029,-0.5945072155219023,325.0,1.297465176264252,0.5945072155219023,1.497806272549812,0.7713524091774946,1.0,286.82513427734375,4.060278320312477,1.9802998131658864,325.0,0.007622720208019018,0.0019881980493664745,2.5539076183878917,325.0,1.81976318359375,-1.6333406686782839,-0.6451627086418917,325.0,1.9802998131658864,0.6451627086418917,2.5539076183878917,1.2776155913851355,1.0,288.2919921875,-0.43178710937502274,-0.31954041871733363,325.0,0.007906223647296429,-0.00017459541559219395,-0.14948035549663405,325.0,3.481956720352173,-0.2122060716152192,-0.056979528381717,325.0,-0.31954041871733363,0.056979528381717,-0.14948035549663405,-0.018207262357410044,1.0,289.4861755371094,2.6521484374999886,0.7602710878408601,325.0,0.009470120072364807,0.0017333942465484146,0.8692208023762334,325.0,3.0625741481781006,-2.7078438282012938,-0.8730934380758283,325.0,0.7602710878408601,0.8730934380758283,0.8692208023762334,0.6637876979526266,1.7569798060825974,0.8971044662638203,0.000618684824023928,0.6752393337458441,-0.7970040556913028,-0.3814277778306335,1.8533789062499977,286.4468505859375,0.0013633267395198345,0.008050739765167236,0.23842489361763014,5.155956172943116,0.8067719001690635,0.08801226966867706,0.42981388380882396,0.8971044662638203,0.3814277778306335,-0.581740623972168,-2.1111093201085875,0.6697416415758307,1.228118053153429,0.4003607100004316,0.21307943769126886,0.8225669388039679,0.08530863496056913,1.083195346902066,0.26373493081125826,1.8786682846420475,0.2856764498702933,-1.216644884981154,-0.3244482494489165,-0.8247196892424782,0.39473830313311375,-0.13683337842296028,0.4916656602451948,0.19398146863038934,-0.06727627334590536,-0.0903325660947569,-0.29341550816195644,0.38531303355429997,1.0,2011
